created_at,entry_id,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2022-05-01 00:02:28 UTC,109261,4.76,7.25,7.27,11792.0,-61.0,80.0,37.0,7.25
2022-05-01 00:04:28 UTC,109262,4.64,6.55,7.04,11794.0,-62.0,80.0,37.0,6.55
2022-05-01 00:06:28 UTC,109263,4.15,5.85,5.94,11796.0,-61.0,80.0,37.0,5.85
2022-05-01 00:08:32 UTC,109264,4.24,5.88,6.24,11798.0,-62.0,80.0,37.0,5.88
2022-05-01 00:10:26 UTC,109265,4.78,6.07,6.07,11800.0,-61.0,80.0,37.0,6.07
2022-05-01 00:12:26 UTC,109266,3.97,5.34,5.55,11802.0,-61.0,80.0,37.0,5.34
2022-05-01 00:14:28 UTC,109267,3.82,5.47,5.83,11804.0,-61.0,80.0,37.0,5.47
2022-05-01 00:16:28 UTC,109268,4.53,6.1,6.55,11806.0,-61.0,80.0,37.0,6.1
2022-05-01 00:18:28 UTC,109269,4.31,6.27,6.49,11808.0,-61.0,80.0,37.0,6.27
2022-05-01 00:20:28 UTC,109270,4.21,5.27,5.27,11810.0,-61.0,80.0,37.0,5.27
2022-05-01 00:22:28 UTC,109271,3.98,5.49,5.85,11812.0,-61.0,80.0,37.0,5.49
2022-05-01 00:24:28 UTC,109272,4.14,6.36,6.64,11814.0,-61.0,80.0,37.0,6.36
2022-05-01 00:26:28 UTC,109273,4.15,5.76,6.09,11816.0,-61.0,80.0,37.0,5.76
2022-05-01 00:28:28 UTC,109274,4.24,5.46,5.57,11818.0,-61.0,80.0,37.0,5.46
2022-05-01 00:30:28 UTC,109275,4.19,5.33,5.33,11820.0,-61.0,80.0,37.0,5.33
2022-05-01 00:32:28 UTC,109276,3.96,5.83,5.83,11822.0,-61.0,80.0,37.0,5.83
2022-05-01 00:34:28 UTC,109277,3.81,5.49,5.64,11824.0,-61.0,80.0,37.0,5.49
2022-05-01 00:36:29 UTC,109278,3.25,4.39,4.39,11826.0,-62.0,80.0,37.0,4.39
2022-05-01 00:38:28 UTC,109279,3.33,5.41,5.41,11828.0,-61.0,80.0,37.0,5.41
2022-05-01 00:40:28 UTC,109280,3.94,5.76,5.76,11830.0,-61.0,80.0,37.0,5.76
2022-05-01 00:42:26 UTC,109281,3.87,5.5,5.65,11832.0,-62.0,80.0,37.0,5.5
2022-05-01 00:44:29 UTC,109282,3.45,4.6,4.85,11834.0,-61.0,80.0,37.0,4.6
